No,PixelX,PixelY,PixelArea,XOffset,YOffset,Circularity
1,2180,938,7420.0,-0.058,4.055,0.913
2,2666,620,6268.0,1.949,5.368,0.755
3,2328,980,5996.0,0.553,3.881,0.764
4,2103,3037,5821.0,-0.376,-4.612,0.463
5,3100,530,5519.0,3.741,5.74,0.722
6,3042,1497,5072.5,3.502,1.747,0.798
7,1588,2619,4182.5,-2.502,-2.886,0.37
8,2697,1622,3639.5,2.077,1.23,0.465
9,1643,2265,3596.5,-2.275,-1.425,0.328
